,number,value,datetime_start,datetime_complete,duration,params_activation,params_bottleneck_size,params_dropout_l1,params_dropout_l2,params_dropout_l3,params_dropout_l4,params_dropout_l5,params_lr,params_n_layers,params_optimizer,user_attrs_bottleneck,user_attrs_decoder_dropout1,user_attrs_decoder_dropout2,user_attrs_decoder_dropout3,user_attrs_decoder_dropout4,user_attrs_decoder_dropout5,user_attrs_decoder_final,user_attrs_decoder_layer1,user_attrs_decoder_layer2,user_attrs_decoder_layer3,user_attrs_decoder_layer4,user_attrs_decoder_layer5,user_attrs_encoder_dropout1,user_attrs_encoder_dropout2,user_attrs_encoder_dropout3,user_attrs_encoder_dropout4,user_attrs_encoder_dropout5,user_attrs_encoder_layer1,user_attrs_encoder_layer2,user_attrs_encoder_layer3,user_attrs_encoder_layer4,user_attrs_encoder_layer5,state
84,84,0.5238381624221802,2023-04-04 19:03:02.631072,2023-04-04 19:03:05.252766,0 days 00:00:02.621694,2,90,0.041461528552466285,0.07132069287384031,0.3971094785714036,0.03736063415027593,0.46314284577175047,0.00010834008253175493,5,Adam,"[48, 90]",0.041461528552466285,0.07132069287384031,0.3971094785714036,0.03736063415027593,0.46314284577175047,"[6031, 193]","[90, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.041461528552466285,0.07132069287384031,0.3971094785714036,0.03736063415027593,0.46314284577175047,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
85,85,0.16158035397529602,2023-04-04 19:03:05.253635,2023-04-04 19:04:59.091167,0 days 00:01:53.837532,2,105,0.018466218931798867,0.051282593352444145,0.39276499630119655,0.08472577367667068,0.45228605579797043,0.00017932328760556266,5,Adam,"[48, 105]",0.018466218931798867,0.051282593352444145,0.39276499630119655,0.08472577367667068,0.45228605579797043,"[6031, 193]","[105, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.018466218931798867,0.051282593352444145,0.39276499630119655,0.08472577367667068,0.45228605579797043,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",COMPLETE
86,86,0.5462877750396729,2023-04-04 19:04:59.092348,2023-04-04 19:05:01.709420,0 days 00:00:02.617072,2,104,0.013212338195341074,0.01756440608691693,0.388484581474769,0.045299534638856255,0.44887436651207757,6.372007342675971e-05,5,Adam,"[48, 104]",0.013212338195341074,0.01756440608691693,0.388484581474769,0.045299534638856255,0.44887436651207757,"[6031, 193]","[104, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.013212338195341074,0.01756440608691693,0.388484581474769,0.045299534638856255,0.44887436651207757,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
87,87,0.9477053880691528,2023-04-04 19:05:01.710228,2023-04-04 19:05:01.961758,0 days 00:00:00.251530,3,97,0.03465423123823774,0.048112613705604795,0.40406361211470115,,,0.0001888884055183464,3,Adam,"[48, 97]",0.03465423123823774,0.048112613705604795,0.40406361211470115,,,"[1302, 193]","[97, 48]","[48, 386]","[386, 1302]",,,0.03465423123823774,0.048112613705604795,0.40406361211470115,,,"[386, 48]","[1302, 386]","[193, 1302]",,,PRUNED
88,88,0.17040152847766876,2023-04-04 19:05:01.962488,2023-04-04 19:06:55.720295,0 days 00:01:53.757807,2,111,0.022080421696785195,0.03193440235627573,0.39415050239477945,0.07272102383915222,0.4748786066535156,0.00016446142451800188,5,Adam,"[48, 111]",0.022080421696785195,0.03193440235627573,0.39415050239477945,0.07272102383915222,0.4748786066535156,"[6031, 193]","[111, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.022080421696785195,0.03193440235627573,0.39415050239477945,0.07272102383915222,0.4748786066535156,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",COMPLETE
89,89,0.8849032521247864,2023-04-04 19:06:55.721689,2023-04-04 19:06:55.941277,0 days 00:00:00.219588,2,118,0.017161700190570953,0.030319478987676188,,,,0.0001553197703652748,2,Adam,"[48, 118]",0.017161700190570953,0.030319478987676188,,,,"[386, 193]","[118, 48]","[48, 386]",,,,0.017161700190570953,0.030319478987676188,,,,"[386, 48]","[193, 386]",,,,PRUNED
90,90,0.5418003797531128,2023-04-04 19:06:55.941977,2023-04-04 19:06:58.564264,0 days 00:00:02.622287,2,110,0.019943445633622936,0.04815495980567842,0.3894067622019242,0.08041873610451963,0.47226406757447176,0.00012168710889699718,5,Adam,"[48, 110]",0.019943445633622936,0.04815495980567842,0.3894067622019242,0.08041873610451963,0.47226406757447176,"[6031, 193]","[110, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.019943445633622936,0.04815495980567842,0.3894067622019242,0.08041873610451963,0.47226406757447176,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
91,91,0.1722099632024765,2023-04-04 19:06:58.565265,2023-04-04 19:08:52.322333,0 days 00:01:53.757068,2,111,0.03422195223054225,0.017874506120465594,0.39963887428637823,0.06669511231304993,0.4458960106903749,0.00020185834889009996,5,Adam,"[48, 111]",0.03422195223054225,0.017874506120465594,0.39963887428637823,0.06669511231304993,0.4458960106903749,"[6031, 193]","[111, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.03422195223054225,0.017874506120465594,0.39963887428637823,0.06669511231304993,0.4458960106903749,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",COMPLETE
92,92,0.15879200398921967,2023-04-04 19:08:52.323390,2023-04-04 19:10:46.071704,0 days 00:01:53.748314,2,111,0.04094752664541129,0.014012613325320125,0.4038536498273553,0.06054571942211581,0.4406763838170783,0.0002238825163700551,5,Adam,"[48, 111]",0.04094752664541129,0.014012613325320125,0.4038536498273553,0.06054571942211581,0.4406763838170783,"[6031, 193]","[111, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.04094752664541129,0.014012613325320125,0.4038536498273553,0.06054571942211581,0.4406763838170783,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",COMPLETE
93,93,0.18597835302352905,2023-04-04 19:10:46.072783,2023-04-04 19:12:39.824396,0 days 00:01:53.751613,2,111,0.03512966143001681,0.012662425946791414,0.3795231954674589,0.05821870414173563,0.4401395222086939,0.00022080390243009573,5,Adam,"[48, 111]",0.03512966143001681,0.012662425946791414,0.3795231954674589,0.05821870414173563,0.4401395222086939,"[6031, 193]","[111, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.03512966143001681,0.012662425946791414,0.3795231954674589,0.05821870414173563,0.4401395222086939,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",COMPLETE
94,94,0.9568209648132324,2023-04-04 19:12:39.825575,2023-04-04 19:12:42.229390,0 days 00:00:02.403815,2,112,0.03124848428717096,0.00982180342563933,0.4350541945156507,0.05735968179171495,0.43956344422608373,0.00020746388279822543,5,SGD,"[48, 112]",0.03124848428717096,0.00982180342563933,0.4350541945156507,0.05735968179171495,0.43956344422608373,"[6031, 193]","[112, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.03124848428717096,0.00982180342563933,0.4350541945156507,0.05735968179171495,0.43956344422608373,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
95,95,0.5803276300430298,2023-04-04 19:12:42.230401,2023-04-04 19:12:44.850196,0 days 00:00:02.619795,2,121,0.041980773685280026,0.020349046649199592,0.3756460637040425,0.02107699248434588,0.4441711679948746,0.00025148597895314464,5,Adam,"[48, 121]",0.041980773685280026,0.020349046649199592,0.3756460637040425,0.02107699248434588,0.4441711679948746,"[6031, 193]","[121, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.041980773685280026,0.020349046649199592,0.3756460637040425,0.02107699248434588,0.4441711679948746,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
96,96,0.8802244067192078,2023-04-04 19:12:44.851161,2023-04-04 19:12:47.472466,0 days 00:00:02.621305,0,109,0.021245560111650456,0.00034173570722406676,0.4013599182969381,0.06738735734371325,0.4607999015611448,9.576121465810089e-05,5,Adam,"[48, 109]",0.021245560111650456,0.00034173570722406676,0.4013599182969381,0.06738735734371325,0.4607999015611448,"[6031, 193]","[109, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.021245560111650456,0.00034173570722406676,0.4013599182969381,0.06738735734371325,0.4607999015611448,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
97,97,0.6490971446037292,2023-04-04 19:12:47.473509,2023-04-04 19:12:50.010815,0 days 00:00:02.537306,2,118,0.010434446831344032,0.03424448629792347,0.38263123893946344,0.050085225530617554,0.433283772237855,0.00014508895218507705,5,RMSprop,"[48, 118]",0.010434446831344032,0.03424448629792347,0.38263123893946344,0.050085225530617554,0.433283772237855,"[6031, 193]","[118, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.010434446831344032,0.03424448629792347,0.38263123893946344,0.050085225530617554,0.433283772237855,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
98,98,0.7731148600578308,2023-04-04 19:12:50.011625,2023-04-04 19:12:52.637367,0 days 00:00:02.625742,4,107,0.04137329925158517,0.01102963849209853,0.424429380856025,0.09345810730723202,0.4495606795856108,6.87145348174352e-05,5,Adam,"[48, 107]",0.04137329925158517,0.01102963849209853,0.424429380856025,0.09345810730723202,0.4495606795856108,"[6031, 193]","[107, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.04137329925158517,0.01102963849209853,0.424429380856025,0.09345810730723202,0.4495606795856108,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
99,99,0.16571356356143951,2023-04-04 19:12:52.638140,2023-04-04 19:14:46.044209,0 days 00:01:53.406069,2,100,0.0319914192980235,0.025442238236248214,0.361737048729445,0.027482521682740776,0.47533683082157946,0.0002478208746849558,5,Adam,"[48, 100]",0.0319914192980235,0.025442238236248214,0.361737048729445,0.027482521682740776,0.47533683082157946,"[6031, 193]","[100, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.0319914192980235,0.025442238236248214,0.361737048729445,0.027482521682740776,0.47533683082157946,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",COMPLETE
