,number,value,datetime_start,datetime_complete,duration,params_activation,params_hidden_initializer,params_lr,params_n_layers,params_neurons,params_optimizer,params_output_initializer,state
920,920,0.7071222305297852,2023-05-18 18:58:55.925728,2023-05-18 18:59:02.730246,0 days 00:00:06.804518,selu,1,0.0003043796992507562,2,256,2,1,COMPLETE
921,921,0.6706742286682129,2023-05-18 18:59:02.731452,2023-05-18 18:59:11.104547,0 days 00:00:08.373095,sigmoid,1,1.661858277411558e-05,2,512,2,1,COMPLETE
922,922,0.662325131893158,2023-05-18 18:59:11.105801,2023-05-18 18:59:18.581511,0 days 00:00:07.475710,sigmoid,1,0.00023269390450163488,2,256,2,0,COMPLETE
923,923,0.6624258041381836,2023-05-18 18:59:18.582778,2023-05-18 18:59:25.533907,0 days 00:00:06.951129,sigmoid,1,0.00020030835937364828,2,512,2,1,COMPLETE
924,924,0.6695255994796753,2023-05-18 18:59:25.535104,2023-05-18 18:59:32.412347,0 days 00:00:06.877243,sigmoid,1,4.8469707135765816e-05,2,256,2,1,COMPLETE
925,925,0.6813679099082947,2023-05-18 18:59:32.413563,2023-05-18 18:59:39.428912,0 days 00:00:07.015349,sigmoid,1,0.00014708901894598702,2,512,1,1,COMPLETE
926,926,0.668515419960022,2023-05-18 18:59:39.430139,2023-05-18 18:59:46.637414,0 days 00:00:07.207275,sigmoid,1,0.0008204592927416774,2,256,2,1,COMPLETE
927,927,0.8098764538764953,2023-05-18 18:59:46.638617,2023-05-18 18:59:54.547658,0 days 00:00:07.909041,tanh,1,0.06026578970885763,2,512,2,0,COMPLETE
928,928,0.6664731860160827,2023-05-18 18:59:54.549040,2023-05-18 19:00:01.808899,0 days 00:00:07.259859,sigmoid,0,0.0006461367630254477,2,256,2,1,COMPLETE
929,929,0.6688514590263367,2023-05-18 19:00:01.810160,2023-05-18 19:00:10.190148,0 days 00:00:08.379988,sigmoid,1,0.0003701852567188965,2,512,2,1,COMPLETE
930,930,0.6821426630020142,2023-05-18 19:00:10.191379,2023-05-18 19:00:17.068624,0 days 00:00:06.877245,linear,1,0.0002888836421342148,2,64,2,1,COMPLETE
931,931,0.6627210021018982,2023-05-18 19:00:17.069849,2023-05-18 19:00:24.114762,0 days 00:00:07.044913,sigmoid,1,0.00023776998337424182,2,256,2,1,COMPLETE
932,932,0.663152539730072,2023-05-18 19:00:24.116004,2023-05-18 19:00:30.997907,0 days 00:00:06.881903,sigmoid,1,0.00017565474497074159,2,512,2,0,COMPLETE
933,933,0.6741530895233154,2023-05-18 19:00:30.999126,2023-05-18 19:00:38.907284,0 days 00:00:07.908158,relu,1,0.06627263060403807,3,256,2,1,COMPLETE
934,934,0.6634954690933228,2023-05-18 19:00:38.908567,2023-05-18 19:00:46.706090,0 days 00:00:07.797523,sigmoid,1,0.00010293979326329949,2,512,2,1,COMPLETE
935,935,0.6795843243598938,2023-05-18 19:00:46.707513,2023-05-18 19:00:54.688430,0 days 00:00:07.980917,sigmoid,1,0.07384838087403646,6,256,3,1,COMPLETE
936,936,0.6697157025337219,2023-05-18 19:00:54.689653,2023-05-18 19:01:01.517883,0 days 00:00:06.828230,sigmoid,1,0.0004969374291693936,2,512,2,1,COMPLETE
937,937,0.6695504784584045,2023-05-18 19:01:01.519122,2023-05-18 19:01:08.867622,0 days 00:00:07.348500,sigmoid,1,0.0001298413486070347,4,256,2,1,COMPLETE
938,938,0.6745948791503906,2023-05-18 19:01:08.869097,2023-05-18 19:01:16.511252,0 days 00:00:07.642155,sigmoid,1,0.0015695836931596012,2,256,2,0,COMPLETE
939,939,0.6639419317245483,2023-05-18 19:01:16.512521,2023-05-18 19:01:23.854301,0 days 00:00:07.341780,sigmoid,1,0.0003319566314879206,2,128,0,1,COMPLETE
940,940,1.3666059255599976,2023-05-18 19:01:23.855708,2023-05-18 19:01:32.925204,0 days 00:00:09.069496,gelu,1,0.0010992024679442984,3,512,2,1,COMPLETE
941,941,0.6859081864356995,2023-05-18 19:01:32.926431,2023-05-18 19:01:40.161060,0 days 00:00:07.234629,elu,1,0.0002204475940306893,2,256,2,1,COMPLETE
942,942,0.6664443492889405,2023-05-18 19:01:40.162462,2023-05-18 19:01:47.475492,0 days 00:00:07.313030,sigmoid,1,0.00042143160821035805,2,512,2,1,COMPLETE
943,943,0.662308931350708,2023-05-18 19:01:47.476844,2023-05-18 19:01:54.634252,0 days 00:00:07.157408,sigmoid,1,0.0001680070439842695,2,256,2,0,COMPLETE
944,944,0.6632604837417603,2023-05-18 19:01:54.636450,2023-05-18 19:02:02.310429,0 days 00:00:07.673979,sigmoid,1,0.00026218247415935617,2,512,2,1,COMPLETE
945,945,0.6623170495033264,2023-05-18 19:02:02.311741,2023-05-18 19:02:09.808170,0 days 00:00:07.496429,sigmoid,1,0.00019539541281994282,2,256,2,1,COMPLETE
946,946,0.6659807085990905,2023-05-18 19:02:09.809414,2023-05-18 19:02:16.916964,0 days 00:00:07.107550,sigmoid,1,0.0002901747705784599,2,512,2,1,COMPLETE
947,947,0.698172414302826,2023-05-18 19:02:16.918196,2023-05-18 19:02:24.139695,0 days 00:00:07.221499,sigmoid,0,0.00014510449771532857,2,256,1,1,COMPLETE
948,948,0.7050623178482056,2023-05-18 19:02:24.140978,2023-05-18 19:02:30.983001,0 days 00:00:06.842023,selu,1,0.00011501055232851436,2,512,2,0,COMPLETE
949,949,0.6666504859924316,2023-05-18 19:02:30.984472,2023-05-18 19:02:38.135036,0 days 00:00:07.150564,sigmoid,1,6.184255192934678e-05,2,256,2,1,COMPLETE
950,950,0.6678291320800781,2023-05-18 19:02:38.136330,2023-05-18 19:02:45.813322,0 days 00:00:07.676992,sigmoid,1,0.00023287213632162357,2,512,2,1,COMPLETE
951,951,0.6665763974189758,2023-05-18 19:02:45.814574,2023-05-18 19:02:53.361532,0 days 00:00:07.546958,sigmoid,1,0.0007412077673950045,2,256,2,1,COMPLETE
952,952,0.6739924430847168,2023-05-18 19:02:53.362801,2023-05-18 19:03:00.710707,0 days 00:00:07.347906,sigmoid,1,0.002106774139847746,2,512,2,1,COMPLETE
953,953,0.7006134510040283,2023-05-18 19:03:00.711944,2023-05-18 19:03:07.676920,0 days 00:00:06.964976,sigmoid,1,1.1305449697255365e-05,2,256,2,0,COMPLETE
954,954,0.6973950266838074,2023-05-18 19:03:07.678162,2023-05-18 19:03:14.761077,0 days 00:00:07.082915,tanh,1,0.0967293906093952,3,64,2,1,COMPLETE
955,955,0.6767599821090698,2023-05-18 19:03:14.762323,2023-05-18 19:03:21.545605,0 days 00:00:06.783282,sigmoid,1,0.0026989318620765897,2,512,2,1,COMPLETE
956,956,0.6640371561050415,2023-05-18 19:03:21.546792,2023-05-18 19:03:29.230180,0 days 00:00:07.683388,sigmoid,1,0.0003512478911890433,2,256,2,1,COMPLETE
957,957,0.6630050539970398,2023-05-18 19:03:29.231578,2023-05-18 19:03:36.399159,0 days 00:00:07.167581,sigmoid,1,0.00018636081711254467,2,512,2,1,COMPLETE
958,958,0.678359055519104,2023-05-18 19:03:36.400654,2023-05-18 19:03:43.651525,0 days 00:00:07.250871,sigmoid,1,0.00027418307069507913,2,256,3,0,COMPLETE
959,959,0.6870607852935791,2023-05-18 19:03:43.652966,2023-05-18 19:03:50.917883,0 days 00:00:07.264917,linear,1,0.00015519828968835333,2,512,2,1,COMPLETE
960,960,0.665148651599884,2023-05-18 19:03:50.919122,2023-05-18 19:03:57.728132,0 days 00:00:06.809010,sigmoid,1,0.0005333815578535061,2,256,2,1,COMPLETE
961,961,0.6643769264221191,2023-05-18 19:03:57.729370,2023-05-18 19:04:05.219207,0 days 00:00:07.489837,sigmoid,1,0.0001021800904305219,3,512,2,1,COMPLETE
962,962,0.6999147415161133,2023-05-18 19:04:05.220415,2023-05-18 19:04:13.141408,0 days 00:00:07.920993,sigmoid,1,0.017784144167781842,2,256,2,1,COMPLETE
963,963,0.681029486656189,2023-05-18 19:04:13.142679,2023-05-18 19:04:20.115345,0 days 00:00:06.972666,sigmoid,1,1.4167062521855984e-05,2,128,0,0,COMPLETE
964,964,0.6919452905654907,2023-05-18 19:04:20.116733,2023-05-18 19:04:28.029304,0 days 00:00:07.912571,relu,1,2.2980553513251482e-05,2,512,2,1,COMPLETE
965,965,0.6656668543815613,2023-05-18 19:04:28.030546,2023-05-18 19:04:35.071823,0 days 00:00:07.041277,sigmoid,1,8.564316061364218e-05,2,256,2,1,COMPLETE
966,966,0.6746002554893493,2023-05-18 19:04:35.073203,2023-05-18 19:04:42.379777,0 days 00:00:07.306574,sigmoid,0,0.00044032569466230385,2,512,2,1,COMPLETE
967,967,0.68690025806427,2023-05-18 19:04:42.381139,2023-05-18 19:04:49.260826,0 days 00:00:06.879687,sigmoid,1,0.003353216198519976,2,256,2,1,COMPLETE
968,968,0.6623247981071472,2023-05-18 19:04:49.262004,2023-05-18 19:04:57.125152,0 days 00:00:07.863148,sigmoid,1,0.00022364795288692355,2,256,2,0,COMPLETE
969,969,0.7385404825210571,2023-05-18 19:04:57.126510,2023-05-18 19:05:04.339635,0 days 00:00:07.213125,elu,1,0.024232700065276388,2,512,2,1,COMPLETE
970,970,0.663841712474823,2023-05-18 19:05:04.340930,2023-05-18 19:05:11.530182,0 days 00:00:07.189252,sigmoid,1,0.0001302731089565733,2,256,2,1,COMPLETE
971,971,0.7452096819877625,2023-05-18 19:05:11.531661,2023-05-18 19:05:18.983329,0 days 00:00:07.451668,gelu,1,0.0003208833952166827,2,512,1,1,COMPLETE
972,972,0.7226881623268128,2023-05-18 19:05:18.984579,2023-05-18 19:05:26.075855,0 days 00:00:07.091276,sigmoid,1,0.010608149124148288,3,256,2,1,COMPLETE
973,973,0.6710901021957397,2023-05-18 19:05:26.077289,2023-05-18 19:05:33.290326,0 days 00:00:07.213037,sigmoid,1,1.1699722047259378e-05,2,512,2,0,COMPLETE
974,974,0.663292121887207,2023-05-18 19:05:33.291552,2023-05-18 19:05:41.166728,0 days 00:00:07.875176,sigmoid,1,0.0001827291066768064,2,256,2,1,COMPLETE
975,975,0.6630857586860657,2023-05-18 19:05:41.168023,2023-05-18 19:05:48.420699,0 days 00:00:07.252676,sigmoid,1,0.00025498139928915886,2,512,2,1,COMPLETE
976,976,0.7050471067428589,2023-05-18 19:05:48.421953,2023-05-18 19:05:55.486217,0 days 00:00:07.064264,sigmoid,1,0.03138404956120388,2,256,2,1,COMPLETE
977,977,0.7605848431587219,2023-05-18 19:05:55.487490,2023-05-18 19:06:02.759234,0 days 00:00:07.271744,selu,1,0.01998079964881496,2,512,2,1,COMPLETE
978,978,0.6633288502693176,2023-05-18 19:06:02.760648,2023-05-18 19:06:09.849888,0 days 00:00:07.089240,sigmoid,1,0.0003756920572686235,2,256,2,0,COMPLETE
979,979,0.6829932570457459,2023-05-18 19:06:09.851140,2023-05-18 19:06:17.319426,0 days 00:00:07.468286,sigmoid,1,2.9160556108147977e-05,2,64,2,1,COMPLETE
980,980,0.6743268251419068,2023-05-18 19:06:17.320758,2023-05-18 19:06:27.705613,0 days 00:00:10.384855,sigmoid,1,2.00167007734104e-05,9,512,2,1,COMPLETE
981,981,0.6697301149368287,2023-05-18 19:06:27.706900,2023-05-18 19:06:35.008582,0 days 00:00:07.301682,sigmoid,1,3.505453959814577e-05,2,256,2,1,COMPLETE
982,982,0.6746513485908509,2023-05-18 19:06:35.009806,2023-05-18 19:06:42.755427,0 days 00:00:07.745621,sigmoid,1,0.00016171998019699768,5,512,3,1,COMPLETE
983,983,0.6853739380836487,2023-05-18 19:06:42.756811,2023-05-18 19:06:49.618118,0 days 00:00:06.861307,tanh,1,0.00021278165156134236,2,256,2,0,COMPLETE
984,984,0.6671849608421325,2023-05-18 19:06:49.619539,2023-05-18 19:06:56.699306,0 days 00:00:07.079767,sigmoid,0,0.0001267328444073384,3,512,2,1,COMPLETE
985,985,0.6630090117454529,2023-05-18 19:06:56.700536,2023-05-18 19:07:04.468274,0 days 00:00:07.767738,sigmoid,1,0.000319099301272957,2,256,2,1,COMPLETE
986,986,0.6701513171195984,2023-05-18 19:07:04.469528,2023-05-18 19:07:11.720728,0 days 00:00:07.251200,sigmoid,1,0.00551191157081077,2,512,2,1,COMPLETE
987,987,0.6642071723937988,2023-05-18 19:07:11.721974,2023-05-18 19:07:19.028857,0 days 00:00:07.306883,sigmoid,1,0.00027471628768636506,2,128,0,1,COMPLETE
988,988,0.8262693762779236,2023-05-18 19:07:19.030106,2023-05-18 19:07:26.359860,0 days 00:00:07.329754,linear,1,1.0211167569269949e-05,4,256,2,1,COMPLETE
989,989,0.6808894991874694,2023-05-18 19:07:26.361277,2023-05-18 19:07:34.151701,0 days 00:00:07.790424,sigmoid,1,0.010567774360972736,2,512,2,0,COMPLETE
990,990,0.6636345624923706,2023-05-18 19:07:34.153077,2023-05-18 19:07:40.970136,0 days 00:00:06.817059,sigmoid,1,0.000200433693828652,2,256,2,1,COMPLETE
991,991,0.6959210157394409,2023-05-18 19:07:40.971346,2023-05-18 19:07:48.766362,0 days 00:00:07.795016,relu,1,0.00015336534187645825,2,512,2,1,COMPLETE
992,992,0.6626368641853333,2023-05-18 19:07:48.767798,2023-05-18 19:07:55.938824,0 days 00:00:07.171026,sigmoid,1,0.000238445712176258,2,256,2,1,COMPLETE
993,993,0.6726038098335266,2023-05-18 19:07:55.940119,2023-05-18 19:08:03.089424,0 days 00:00:07.149305,sigmoid,1,0.0009985240924759399,2,512,2,1,COMPLETE
994,994,0.6655366539955139,2023-05-18 19:08:03.090664,2023-05-18 19:08:10.174458,0 days 00:00:07.083794,sigmoid,1,7.735193643977075e-05,2,256,2,0,COMPLETE
995,995,0.6655787110328675,2023-05-18 19:08:10.175792,2023-05-18 19:08:17.333104,0 days 00:00:07.157312,sigmoid,1,0.00041496459716133853,2,512,2,1,COMPLETE
996,996,0.7467527747154236,2023-05-18 19:08:17.334488,2023-05-18 19:08:24.101489,0 days 00:00:06.767001,sigmoid,1,0.00010782165938996206,2,256,1,1,COMPLETE
997,997,0.6907260179519653,2023-05-18 19:08:24.102707,2023-05-18 19:08:32.171234,0 days 00:00:08.068527,elu,1,0.00017743131191192912,2,256,2,1,COMPLETE
998,998,0.6665820598602294,2023-05-18 19:08:32.172585,2023-05-18 19:08:39.294765,0 days 00:00:07.122180,sigmoid,1,0.0003000283818662307,2,512,2,1,COMPLETE
999,999,0.8672612905502319,2023-05-18 19:08:39.296071,2023-05-18 19:08:47.659743,0 days 00:00:08.363672,gelu,1,0.0006307656706641682,3,256,2,0,COMPLETE
