,number,value,datetime_start,datetime_complete,duration,params_activation,params_hidden_initializer,params_lr,params_n_layers,params_neurons,params_optimizer,params_output_initializer,state
304,304,0.6639807105064393,2023-05-18 17:46:37.072214,2023-05-18 17:46:43.676019,0 days 00:00:06.603805,sigmoid,1,0.00021188603626238014,2,512,2,0,COMPLETE
305,305,0.6857848763465881,2023-05-18 17:46:43.677045,2023-05-18 17:46:50.598315,0 days 00:00:06.921270,linear,1,0.00016102842838664936,2,512,2,1,COMPLETE
306,306,0.6808032393455505,2023-05-18 17:46:50.599527,2023-05-18 17:46:57.163610,0 days 00:00:06.564083,sigmoid,1,0.00707702065990364,2,512,2,1,COMPLETE
307,307,0.6635890245437622,2023-05-18 17:46:57.164696,2023-05-18 17:47:04.892813,0 days 00:00:07.728117,sigmoid,1,9.60376862748766e-05,2,512,2,1,COMPLETE
308,308,0.7344982862472534,2023-05-18 17:47:04.893810,2023-05-18 17:47:12.740931,0 days 00:00:07.847121,relu,1,0.00013982678066992943,4,512,2,1,COMPLETE
309,309,0.6635989308357239,2023-05-18 17:47:12.741925,2023-05-18 17:47:19.266804,0 days 00:00:06.524879,sigmoid,1,0.00023307553141002727,2,128,2,1,COMPLETE
310,310,0.6619760513305664,2023-05-18 17:47:19.267803,2023-05-18 17:47:26.170583,0 days 00:00:06.902780,sigmoid,1,0.00017871541494611956,2,512,2,1,COMPLETE
311,311,0.6643922805786133,2023-05-18 17:47:26.171637,2023-05-18 17:47:33.098798,0 days 00:00:06.927161,sigmoid,1,0.00018297510270256812,3,512,2,1,COMPLETE
312,312,0.6732638359069825,2023-05-18 17:47:33.100223,2023-05-18 17:47:42.358245,0 days 00:00:09.258022,sigmoid,1,0.00030010234910332617,6,512,2,1,COMPLETE
313,313,0.6738468170166015,2023-05-18 17:47:42.359264,2023-05-18 17:47:49.255617,0 days 00:00:06.896353,sigmoid,1,0.0014598638192568844,2,512,3,0,COMPLETE
314,314,1.1875749349594116,2023-05-18 17:47:49.256622,2023-05-18 17:47:58.431640,0 days 00:00:09.175018,elu,1,0.00020333220172529928,9,512,2,1,COMPLETE
315,315,0.7158095955848693,2023-05-18 17:47:58.432651,2023-05-18 17:48:05.624433,0 days 00:00:07.191782,gelu,1,0.00026207040136426343,2,512,2,1,COMPLETE
316,316,0.6624533176422119,2023-05-18 17:48:05.625431,2023-05-18 17:48:13.367011,0 days 00:00:07.741580,sigmoid,1,0.00016666789369684776,2,512,2,1,COMPLETE
317,317,0.6650736331939697,2023-05-18 17:48:13.368033,2023-05-18 17:48:20.571757,0 days 00:00:07.203724,sigmoid,1,0.00017628024749111496,2,512,2,1,COMPLETE
318,318,0.6688493609428405,2023-05-18 17:48:20.572979,2023-05-18 17:48:27.883176,0 days 00:00:07.310197,sigmoid,1,0.00021876228003363658,3,512,0,1,COMPLETE
319,319,0.6670508742332458,2023-05-18 17:48:27.884156,2023-05-18 17:48:34.849368,0 days 00:00:06.965212,sigmoid,1,0.00041991236606454563,2,512,2,1,COMPLETE
320,320,0.6633371710777283,2023-05-18 17:48:34.850360,2023-05-18 17:48:41.799434,0 days 00:00:06.949074,sigmoid,1,0.0001656888795375346,2,256,2,1,COMPLETE
321,321,0.6633924961090087,2023-05-18 17:48:41.800559,2023-05-18 17:48:49.015176,0 days 00:00:07.214617,sigmoid,1,0.00012126609658770637,2,512,2,0,COMPLETE
322,322,0.6625947952270508,2023-05-18 17:48:49.016255,2023-05-18 17:48:55.892445,0 days 00:00:06.876190,sigmoid,1,0.0001579253050964487,2,512,2,1,COMPLETE
323,323,0.6793413400650025,2023-05-18 17:48:55.893437,2023-05-18 17:49:02.507698,0 days 00:00:06.614261,sigmoid,1,0.029527377929236546,2,512,2,1,COMPLETE
324,324,0.6633261919021607,2023-05-18 17:49:02.508682,2023-05-18 17:49:09.006356,0 days 00:00:06.497674,sigmoid,1,0.0001523574676175535,2,512,2,1,COMPLETE
325,325,0.7143314957618714,2023-05-18 17:49:09.008528,2023-05-18 17:49:15.926748,0 days 00:00:06.918220,selu,1,0.00018726744778434391,2,512,2,1,COMPLETE
326,326,0.664886224269867,2023-05-18 17:49:15.927773,2023-05-18 17:49:23.376661,0 days 00:00:07.448888,sigmoid,1,0.00013829319943933492,2,512,2,1,COMPLETE
327,327,0.6624133586883545,2023-05-18 17:49:23.377813,2023-05-18 17:49:30.290059,0 days 00:00:06.912246,sigmoid,1,0.00011671594932907214,2,512,2,1,COMPLETE
328,328,0.7265113949775696,2023-05-18 17:49:30.291154,2023-05-18 17:49:37.305241,0 days 00:00:07.014087,sigmoid,1,0.00012172385804531882,2,512,1,1,COMPLETE
329,329,0.6637860178947449,2023-05-18 17:49:37.306289,2023-05-18 17:49:43.833437,0 days 00:00:06.527148,sigmoid,1,0.00023274026335596098,2,512,2,1,COMPLETE
330,330,0.6656088829040527,2023-05-18 17:49:43.834438,2023-05-18 17:49:50.308584,0 days 00:00:06.474146,sigmoid,0,7.562341553795786e-05,2,512,2,1,COMPLETE
331,331,0.677549409866333,2023-05-18 17:49:50.309579,2023-05-18 17:49:56.310131,0 days 00:00:06.000552,tanh,1,4.046663183241786e-05,2,512,2,1,COMPLETE
332,332,0.6667916178703308,2023-05-18 17:49:56.311109,2023-05-18 17:50:03.966368,0 days 00:00:07.655259,sigmoid,1,0.00016851835027296118,2,64,2,1,COMPLETE
333,333,0.6629257559776306,2023-05-18 17:50:03.967478,2023-05-18 17:50:10.125341,0 days 00:00:06.157863,sigmoid,1,0.00011065257921290844,2,512,2,1,COMPLETE
334,334,0.6620970010757447,2023-05-18 17:50:10.126361,2023-05-18 17:50:16.238872,0 days 00:00:06.112511,sigmoid,1,0.00020497855029530436,2,512,2,1,COMPLETE
335,335,0.6639431834220886,2023-05-18 17:50:16.239914,2023-05-18 17:50:22.834709,0 days 00:00:06.594795,sigmoid,1,0.00025637942917015026,2,512,2,1,COMPLETE
336,336,0.684407114982605,2023-05-18 17:50:22.835703,2023-05-18 17:50:28.798397,0 days 00:00:05.962694,linear,1,8.881189567312772e-05,2,512,2,1,COMPLETE
337,337,0.6629284024238586,2023-05-18 17:50:28.799429,2023-05-18 17:50:35.462814,0 days 00:00:06.663385,sigmoid,1,0.00015708656333423375,2,512,2,1,COMPLETE
338,338,0.6629212975502015,2023-05-18 17:50:35.463882,2023-05-18 17:50:42.163705,0 days 00:00:06.699823,sigmoid,1,0.0001925532438626269,2,512,2,1,COMPLETE
339,339,0.6878194451332093,2023-05-18 17:50:42.164698,2023-05-18 17:50:48.673544,0 days 00:00:06.508846,relu,1,0.00011961645499566953,2,512,2,1,COMPLETE
340,340,0.6976956248283386,2023-05-18 17:50:48.674530,2023-05-18 17:50:56.245609,0 days 00:00:07.571079,sigmoid,1,6.421496964113636e-05,7,512,3,1,COMPLETE
341,341,0.6628669738769531,2023-05-18 17:50:56.246653,2023-05-18 17:51:02.343269,0 days 00:00:06.096616,sigmoid,1,0.00014006115605863308,2,512,2,1,COMPLETE
342,342,0.6642742991447449,2023-05-18 17:51:02.344297,2023-05-18 17:51:09.041781,0 days 00:00:06.697484,sigmoid,1,0.00021382208509713885,2,512,2,1,COMPLETE
343,343,0.6629390478134155,2023-05-18 17:51:09.042847,2023-05-18 17:51:15.440230,0 days 00:00:06.397383,sigmoid,1,0.00010528912755925386,2,512,2,1,COMPLETE
344,344,0.6686673045158387,2023-05-18 17:51:15.441261,2023-05-18 17:51:21.537653,0 days 00:00:06.096392,sigmoid,1,2.5171159849682515e-05,2,512,2,1,COMPLETE
345,345,0.6676252365112305,2023-05-18 17:51:21.538653,2023-05-18 17:51:27.971757,0 days 00:00:06.433104,sigmoid,1,0.00017112020236751026,2,512,0,1,COMPLETE
346,346,0.6966290712356568,2023-05-18 17:51:27.972921,2023-05-18 17:51:34.073894,0 days 00:00:06.100973,elu,1,0.00013297687229018587,2,512,2,1,COMPLETE
347,347,0.6655094027519226,2023-05-18 17:51:34.074893,2023-05-18 17:51:41.843232,0 days 00:00:07.768339,sigmoid,1,0.0003153062496097155,5,512,2,1,COMPLETE
348,348,0.6807344794273377,2023-05-18 17:51:41.844311,2023-05-18 17:51:48.829927,0 days 00:00:06.985616,gelu,0,0.0001821296915571415,2,512,2,1,COMPLETE
349,349,0.6626034498214721,2023-05-18 17:51:48.830924,2023-05-18 17:51:54.873376,0 days 00:00:06.042452,sigmoid,1,0.0002509197571700883,2,512,2,1,COMPLETE
350,350,0.666280460357666,2023-05-18 17:51:54.874369,2023-05-18 17:52:00.966686,0 days 00:00:06.092317,sigmoid,1,0.0002590380258687916,2,512,2,1,COMPLETE
351,351,0.6630213499069214,2023-05-18 17:52:00.967755,2023-05-18 17:52:07.407069,0 days 00:00:06.439314,sigmoid,1,0.00015379106410693923,2,512,2,1,COMPLETE
352,352,0.6648222446441651,2023-05-18 17:52:07.408164,2023-05-18 17:52:13.840958,0 days 00:00:06.432794,sigmoid,1,0.00011629687862866742,2,256,2,1,COMPLETE
353,353,0.6626472234725952,2023-05-18 17:52:13.842010,2023-05-18 17:52:20.333921,0 days 00:00:06.491911,sigmoid,1,9.218498367264846e-05,2,512,2,1,COMPLETE
354,354,0.6711643695831299,2023-05-18 17:52:20.334941,2023-05-18 17:52:26.578651,0 days 00:00:06.243710,sigmoid,1,1.2831965524971384e-05,2,512,2,1,COMPLETE
355,355,0.6915486812591553,2023-05-18 17:52:26.579681,2023-05-18 17:52:32.450382,0 days 00:00:05.870701,sigmoid,1,8.542958784077195e-05,2,512,1,1,COMPLETE
356,356,0.7387623429298401,2023-05-18 17:52:32.451416,2023-05-18 17:52:38.477834,0 days 00:00:06.026418,selu,1,9.126313155534082e-05,2,64,2,1,COMPLETE
357,357,0.6651227235794067,2023-05-18 17:52:38.478841,2023-05-18 17:52:44.442623,0 days 00:00:05.963782,sigmoid,1,5.5960594137670024e-05,2,512,2,1,COMPLETE
358,358,0.6641591548919678,2023-05-18 17:52:44.443646,2023-05-18 17:52:51.742595,0 days 00:00:07.298949,sigmoid,1,7.22691148659505e-05,2,512,2,1,COMPLETE
359,359,0.6633485317230224,2023-05-18 17:52:51.743659,2023-05-18 17:52:57.982462,0 days 00:00:06.238803,sigmoid,1,0.00020436755789647934,2,512,2,1,COMPLETE
360,360,0.6630627512931824,2023-05-18 17:52:57.983674,2023-05-18 17:53:04.094588,0 days 00:00:06.110914,sigmoid,1,0.00016286887371697186,2,512,2,1,COMPLETE
361,361,0.6653765559196472,2023-05-18 17:53:04.095818,2023-05-18 17:53:10.157319,0 days 00:00:06.061501,sigmoid,1,0.00036538597792197097,2,512,2,1,COMPLETE
362,362,0.6985751032829285,2023-05-18 17:53:10.158313,2023-05-18 17:53:16.593364,0 days 00:00:06.435051,tanh,1,0.0002604298819451299,2,512,2,1,COMPLETE
363,363,0.6631110072135925,2023-05-18 17:53:16.594383,2023-05-18 17:53:24.078481,0 days 00:00:07.484098,sigmoid,1,0.00014327171349565548,2,512,2,1,COMPLETE
364,364,0.6633711934089661,2023-05-18 17:53:24.079603,2023-05-18 17:53:30.448683,0 days 00:00:06.369080,sigmoid,1,9.808051531728797e-05,2,512,2,1,COMPLETE
365,365,0.679703152179718,2023-05-18 17:53:30.449776,2023-05-18 17:53:36.487087,0 days 00:00:06.037311,sigmoid,1,0.00022151394757801405,2,512,3,1,COMPLETE
366,366,0.7018320560455322,2023-05-18 17:53:36.488232,2023-05-18 17:53:42.522980,0 days 00:00:06.034748,linear,1,0.00018138793334066653,2,512,2,1,COMPLETE
367,367,0.6633484482765197,2023-05-18 17:53:42.524018,2023-05-18 17:53:49.986005,0 days 00:00:07.461987,sigmoid,1,0.0001258413852266101,2,512,2,1,COMPLETE
368,368,0.6682529211044311,2023-05-18 17:53:49.987008,2023-05-18 17:53:56.643701,0 days 00:00:06.656693,sigmoid,0,0.0001520972465629647,4,512,2,1,COMPLETE
369,369,0.6883405447006226,2023-05-18 17:53:56.644823,2023-05-18 17:54:03.537594,0 days 00:00:06.892771,relu,1,0.0001079547551167328,2,512,2,1,COMPLETE
370,370,0.6769674181938171,2023-05-18 17:54:03.538633,2023-05-18 17:54:10.206907,0 days 00:00:06.668274,sigmoid,1,0.0002960090077244336,2,512,0,1,COMPLETE
371,371,0.6632729887962341,2023-05-18 17:54:10.207991,2023-05-18 17:54:16.323803,0 days 00:00:06.115812,sigmoid,1,0.00018478386354218114,2,512,2,1,COMPLETE
372,372,0.6643170118331909,2023-05-18 17:54:16.324815,2023-05-18 17:54:23.464730,0 days 00:00:07.139915,sigmoid,1,0.00024241164862466848,2,512,2,1,COMPLETE
373,373,0.6661300897598267,2023-05-18 17:54:23.465727,2023-05-18 17:54:30.434474,0 days 00:00:06.968747,sigmoid,1,7.76456397679008e-05,2,256,2,1,COMPLETE
374,374,0.6698608756065368,2023-05-18 17:54:30.435527,2023-05-18 17:54:38.290793,0 days 00:00:07.855266,sigmoid,1,0.00013860088030314473,5,512,2,1,COMPLETE
375,375,0.700470244884491,2023-05-18 17:54:38.292917,2023-05-18 17:54:44.608572,0 days 00:00:06.315655,elu,1,0.00019723956855182139,2,512,2,1,COMPLETE
376,376,0.6809964656829834,2023-05-18 17:54:44.609649,2023-05-18 17:54:51.771390,0 days 00:00:07.161741,sigmoid,1,0.02120742353059526,2,512,2,1,COMPLETE
377,377,0.6974140524864196,2023-05-18 17:54:51.772421,2023-05-18 17:54:58.416737,0 days 00:00:06.644316,gelu,1,0.00010989762793318392,2,512,2,1,COMPLETE
378,378,0.6758817434310913,2023-05-18 17:54:58.417748,2023-05-18 17:55:04.311392,0 days 00:00:05.893644,sigmoid,1,0.0008658294807855676,2,512,1,1,COMPLETE
379,379,0.6622405409812927,2023-05-18 17:55:04.312390,2023-05-18 17:55:11.915261,0 days 00:00:07.602871,sigmoid,1,0.00015938092344879826,2,512,2,1,COMPLETE
380,380,0.6628219246864319,2023-05-18 17:55:11.916345,2023-05-18 17:55:18.671318,0 days 00:00:06.754973,sigmoid,1,0.0005511981023707388,2,64,2,1,COMPLETE
381,381,0.6725784540176392,2023-05-18 17:55:18.672513,2023-05-18 17:55:25.249150,0 days 00:00:06.576637,sigmoid,1,0.0024955772916886846,2,512,2,1,COMPLETE
382,382,0.66295325756073,2023-05-18 17:55:25.250173,2023-05-18 17:55:31.358479,0 days 00:00:06.108306,sigmoid,1,0.00015807401218627734,2,512,2,1,COMPLETE
383,383,0.6621944785118103,2023-05-18 17:55:31.359497,2023-05-18 17:55:37.919470,0 days 00:00:06.559973,sigmoid,1,0.0001297248426858888,2,512,2,1,COMPLETE
384,384,0.6629655599594116,2023-05-18 17:55:37.920513,2023-05-18 17:55:44.960468,0 days 00:00:07.039955,sigmoid,1,0.000134079229725781,2,512,2,1,COMPLETE
385,385,0.703955328464508,2023-05-18 17:55:44.961525,2023-05-18 17:55:51.389664,0 days 00:00:06.428139,selu,1,0.0001603864244108324,2,512,2,1,COMPLETE
386,386,0.6621370315551758,2023-05-18 17:55:51.390671,2023-05-18 17:55:57.557279,0 days 00:00:06.166608,sigmoid,1,0.00012561130278436033,2,512,2,1,COMPLETE
387,387,0.663324236869812,2023-05-18 17:55:57.558296,2023-05-18 17:56:03.674627,0 days 00:00:06.116331,sigmoid,1,0.0001198025308458398,2,512,2,1,COMPLETE
388,388,0.6709401607513428,2023-05-18 17:56:03.675629,2023-05-18 17:56:10.162426,0 days 00:00:06.486797,sigmoid,0,0.003142244493757757,2,512,2,1,COMPLETE
389,389,0.6636589527130127,2023-05-18 17:56:10.163420,2023-05-18 17:56:16.144593,0 days 00:00:05.981173,sigmoid,1,9.201345037980555e-05,2,512,2,1,COMPLETE
390,390,0.6622764229774475,2023-05-18 17:56:16.145579,2023-05-18 17:56:23.099443,0 days 00:00:06.953864,sigmoid,1,0.00013173256294768312,2,512,2,1,COMPLETE
391,391,0.6748674154281616,2023-05-18 17:56:23.100721,2023-05-18 17:56:29.407837,0 days 00:00:06.307116,sigmoid,1,0.005601342954861867,2,512,2,1,COMPLETE
392,392,0.6739463567733764,2023-05-18 17:56:29.408864,2023-05-18 17:56:35.430684,0 days 00:00:06.021820,sigmoid,1,0.0001766097974101022,2,512,3,1,COMPLETE
393,393,0.6635097026824951,2023-05-18 17:56:35.431702,2023-05-18 17:56:41.998177,0 days 00:00:06.566475,sigmoid,1,0.00013242120668531765,2,512,2,0,COMPLETE
394,394,0.6745004057884216,2023-05-18 17:56:41.999198,2023-05-18 17:56:48.042840,0 days 00:00:06.043642,sigmoid,1,0.011207632646297672,2,512,2,1,COMPLETE
395,395,0.7679561734199524,2023-05-18 17:56:48.043854,2023-05-18 17:56:55.091533,0 days 00:00:07.047679,tanh,1,0.045800550017115436,2,512,2,1,COMPLETE
396,396,0.6634218454360962,2023-05-18 17:56:55.092776,2023-05-18 17:57:01.460675,0 days 00:00:06.367899,sigmoid,1,0.00022066381323548718,2,512,2,1,COMPLETE
397,397,0.6629149079322815,2023-05-18 17:57:01.461729,2023-05-18 17:57:07.613666,0 days 00:00:06.151937,sigmoid,1,0.0001745011030413324,2,512,2,1,COMPLETE
398,398,0.6657671809196473,2023-05-18 17:57:07.614676,2023-05-18 17:57:14.055829,0 days 00:00:06.441153,sigmoid,1,0.00013558572138502837,2,256,0,1,COMPLETE
399,399,0.6859914779663085,2023-05-18 17:57:14.056872,2023-05-18 17:57:20.015909,0 days 00:00:05.959037,linear,1,0.00012032179790901988,2,512,2,1,COMPLETE
400,400,0.6960235834121704,2023-05-18 17:57:20.016919,2023-05-18 17:57:26.035427,0 days 00:00:06.018508,relu,1,0.0001544579642845674,2,512,2,1,COMPLETE
401,401,0.6632721185684204,2023-05-18 17:57:26.036609,2023-05-18 17:57:32.886556,0 days 00:00:06.849947,sigmoid,1,0.0002031810493661689,2,512,2,1,COMPLETE
402,402,0.6746313571929932,2023-05-18 17:57:32.887620,2023-05-18 17:57:39.706484,0 days 00:00:06.818864,sigmoid,1,0.001007626178135003,2,512,2,1,COMPLETE
403,403,0.6632108211517334,2023-05-18 17:57:39.707517,2023-05-18 17:57:46.325828,0 days 00:00:06.618311,sigmoid,1,0.00028480421729773893,2,512,2,1,COMPLETE
404,404,0.6639085054397583,2023-05-18 17:57:46.326849,2023-05-18 17:57:52.429814,0 days 00:00:06.102965,sigmoid,1,0.00010974177315041667,2,512,2,0,COMPLETE
405,405,0.6666645169258117,2023-05-18 17:57:52.430830,2023-05-18 17:57:58.399811,0 days 00:00:05.968981,sigmoid,1,0.00018446748806071563,2,64,2,1,COMPLETE
406,406,0.7916770815849304,2023-05-18 17:57:58.400818,2023-05-18 17:58:04.848193,0 days 00:00:06.447375,elu,1,0.00024192599391803063,2,512,1,1,COMPLETE
407,407,0.6691456317901612,2023-05-18 17:58:04.849279,2023-05-18 17:58:11.677839,0 days 00:00:06.828560,sigmoid,1,0.000354231277335489,2,512,2,1,COMPLETE
408,408,0.6766069293022156,2023-05-18 17:58:11.678885,2023-05-18 17:58:18.548608,0 days 00:00:06.869723,gelu,0,0.00014871901198392778,2,512,2,1,COMPLETE
409,409,0.6690513491630554,2023-05-18 17:58:18.549669,2023-05-18 17:58:24.766759,0 days 00:00:06.217090,sigmoid,1,0.0004867325409205206,2,512,2,1,COMPLETE
410,410,0.6643656015396118,2023-05-18 17:58:24.767798,2023-05-18 17:58:30.813989,0 days 00:00:06.046191,sigmoid,1,0.0001260214668866718,2,512,2,1,COMPLETE
411,411,0.6636248230934143,2023-05-18 17:58:30.815008,2023-05-18 17:58:37.903066,0 days 00:00:07.088058,sigmoid,1,0.00016986867403474744,2,512,2,1,COMPLETE
412,412,0.7390022039413452,2023-05-18 17:58:37.904266,2023-05-18 17:58:44.416625,0 days 00:00:06.512359,sigmoid,1,0.09418935136851471,2,512,2,1,COMPLETE
413,413,0.6634115934371948,2023-05-18 17:58:44.417787,2023-05-18 17:58:51.140915,0 days 00:00:06.723128,sigmoid,1,0.0002205578720855655,2,512,2,1,COMPLETE
414,414,0.6629462838172913,2023-05-18 17:58:51.142079,2023-05-18 17:58:57.281883,0 days 00:00:06.139804,sigmoid,1,0.00014233550598585933,2,512,2,1,COMPLETE
415,415,0.7315091013908386,2023-05-18 17:58:57.282895,2023-05-18 17:59:03.316520,0 days 00:00:06.033625,sigmoid,1,0.00011183277209995456,2,512,3,0,COMPLETE
416,416,0.6640192985534668,2023-05-18 17:59:03.317541,2023-05-18 17:59:09.362179,0 days 00:00:06.044638,sigmoid,1,0.00018375640709958322,2,512,2,1,COMPLETE
417,417,0.6634654879570008,2023-05-18 17:59:09.363193,2023-05-18 17:59:16.217117,0 days 00:00:06.853924,sigmoid,1,0.0002691767261974466,2,512,2,1,COMPLETE
418,418,0.6680761814117432,2023-05-18 17:59:16.218367,2023-05-18 17:59:22.569073,0 days 00:00:06.350706,sigmoid,1,0.0006732645017248378,2,512,2,1,COMPLETE
419,419,0.8011476397514343,2023-05-18 17:59:22.570098,2023-05-18 17:59:29.217069,0 days 00:00:06.646971,selu,1,0.0016453378612829852,2,512,2,1,COMPLETE
420,420,0.667607057094574,2023-05-18 17:59:29.218078,2023-05-18 17:59:35.337999,0 days 00:00:06.119921,sigmoid,1,4.6374370103204736e-05,2,512,0,1,COMPLETE
421,421,0.6647223830223083,2023-05-18 17:59:35.339020,2023-05-18 17:59:42.317981,0 days 00:00:06.978961,sigmoid,1,6.452316578699178e-05,2,512,2,1,COMPLETE
422,422,0.6848956346511841,2023-05-18 17:59:42.319004,2023-05-18 17:59:49.427297,0 days 00:00:07.108293,tanh,1,0.00020191086696448463,2,256,2,1,COMPLETE
423,423,0.6629477381706238,2023-05-18 17:59:49.428756,2023-05-18 17:59:56.284074,0 days 00:00:06.855318,sigmoid,1,0.0001528278954727659,2,512,2,1,COMPLETE
424,424,0.663115119934082,2023-05-18 17:59:56.285216,2023-05-18 18:00:02.490538,0 days 00:00:06.205322,sigmoid,1,0.00010041497625209475,2,512,2,1,COMPLETE
425,425,0.6638734817504883,2023-05-18 18:00:02.492694,2023-05-18 18:00:08.666520,0 days 00:00:06.173826,sigmoid,1,0.00013192977130021944,2,512,2,1,COMPLETE
426,426,0.6632900834083557,2023-05-18 18:00:08.667526,2023-05-18 18:00:15.331432,0 days 00:00:06.663906,sigmoid,1,0.00022677599764414123,2,512,2,1,COMPLETE
427,427,0.691333270072937,2023-05-18 18:00:15.332463,2023-05-18 18:00:21.554623,0 days 00:00:06.222160,linear,1,0.00016701810538691133,2,512,2,0,COMPLETE
428,428,0.6646571755409241,2023-05-18 18:00:21.555681,2023-05-18 18:00:28.852159,0 days 00:00:07.296478,sigmoid,0,0.000317065547492337,2,64,2,1,COMPLETE
429,429,0.6747198343276978,2023-05-18 18:00:28.853344,2023-05-18 18:00:37.606447,0 days 00:00:08.753103,sigmoid,1,0.011375548993877584,9,512,1,1,COMPLETE
430,430,0.6638934016227722,2023-05-18 18:00:37.607497,2023-05-18 18:00:44.278469,0 days 00:00:06.670972,sigmoid,1,8.245995158127214e-05,2,512,2,1,COMPLETE
431,431,0.7896950006484985,2023-05-18 18:00:44.279546,2023-05-18 18:00:50.744241,0 days 00:00:06.464695,relu,1,0.004821112769215001,2,512,2,1,COMPLETE
432,432,0.6635226011276245,2023-05-18 18:00:50.745272,2023-05-18 18:00:57.246525,0 days 00:00:06.501253,sigmoid,1,0.00011379315600080795,2,512,2,1,COMPLETE
433,433,0.6634239435195923,2023-05-18 18:00:57.247593,2023-05-18 18:01:04.110806,0 days 00:00:06.863213,sigmoid,1,0.00014307341432282598,2,512,2,1,COMPLETE
434,434,0.6631951570510864,2023-05-18 18:01:04.111958,2023-05-18 18:01:10.355690,0 days 00:00:06.243732,sigmoid,1,0.000182141833637628,2,512,2,1,COMPLETE
435,435,0.7055686950683594,2023-05-18 18:01:10.356731,2023-05-18 18:01:17.092819,0 days 00:00:06.736088,elu,1,0.00024348159219543888,2,512,2,1,COMPLETE
436,436,0.6748818635940552,2023-05-18 18:01:17.093835,2023-05-18 18:01:26.178197,0 days 00:00:09.084362,sigmoid,1,0.0001291568109174916,10,512,2,1,COMPLETE
437,437,0.7017619967460632,2023-05-18 18:01:26.179223,2023-05-18 18:01:33.249235,0 days 00:00:07.070012,gelu,1,0.0001968191568459191,2,512,2,1,COMPLETE
438,438,0.6666569590568543,2023-05-18 18:01:33.250245,2023-05-18 18:01:40.551757,0 days 00:00:07.301512,sigmoid,1,0.00010313064829902915,2,128,2,1,COMPLETE
439,439,0.6621452212333679,2023-05-18 18:01:40.552841,2023-05-18 18:01:46.840601,0 days 00:00:06.287760,sigmoid,1,0.00015722104731176887,2,512,2,0,COMPLETE
440,440,0.6924257874488831,2023-05-18 18:01:46.841855,2023-05-18 18:01:52.818516,0 days 00:00:05.976661,sigmoid,1,0.000156962786174721,2,512,3,0,COMPLETE
441,441,0.6668280243873597,2023-05-18 18:01:52.819573,2023-05-18 18:01:59.380366,0 days 00:00:06.560793,sigmoid,1,0.0003858022847371065,2,512,2,0,COMPLETE
442,442,0.6653938531875611,2023-05-18 18:01:59.383837,2023-05-18 18:02:05.706939,0 days 00:00:06.323102,sigmoid,1,0.00019769352046896361,3,512,2,0,COMPLETE
443,443,0.6685287833213807,2023-05-18 18:02:05.708096,2023-05-18 18:02:12.562633,0 days 00:00:06.854537,sigmoid,1,0.0008079879188122232,2,512,2,0,COMPLETE
444,444,0.6648036360740661,2023-05-18 18:02:12.563712,2023-05-18 18:02:18.907414,0 days 00:00:06.343702,sigmoid,1,0.0002584093297431588,2,512,2,0,COMPLETE
445,445,0.6708776593208313,2023-05-18 18:02:18.908488,2023-05-18 18:02:25.227650,0 days 00:00:06.319162,sigmoid,1,1.0719628599538231e-05,2,512,0,0,COMPLETE
446,446,0.6776564240455627,2023-05-18 18:02:25.228684,2023-05-18 18:02:31.856619,0 days 00:00:06.627935,selu,0,0.00016772400925141938,2,256,2,1,COMPLETE
447,447,0.6804535150527954,2023-05-18 18:02:31.857950,2023-05-18 18:02:37.929239,0 days 00:00:06.071289,sigmoid,1,0.0013545320759219379,2,512,2,0,COMPLETE
448,448,0.6628534436225891,2023-05-18 18:02:37.930245,2023-05-18 18:02:44.575921,0 days 00:00:06.645676,sigmoid,1,0.0001432420943943514,2,512,2,0,COMPLETE
449,449,0.6677873253822326,2023-05-18 18:02:44.577001,2023-05-18 18:02:52.606494,0 days 00:00:08.029493,sigmoid,1,0.0002125643346437233,6,512,2,0,COMPLETE
450,450,0.6814668655395508,2023-05-18 18:02:52.607547,2023-05-18 18:02:59.291601,0 days 00:00:06.684054,sigmoid,1,0.0031025270289102755,2,512,2,0,COMPLETE
451,451,0.6662789821624756,2023-05-18 18:02:59.292695,2023-05-18 18:03:05.355927,0 days 00:00:06.063232,sigmoid,1,0.00044412419004750844,2,512,2,1,COMPLETE
452,452,0.6872133255004883,2023-05-18 18:03:05.356928,2023-05-18 18:03:11.857406,0 days 00:00:06.500478,tanh,1,0.00016940132752367353,2,512,2,1,COMPLETE
453,453,0.6644894361495972,2023-05-18 18:03:11.858432,2023-05-18 18:03:18.364780,0 days 00:00:06.506348,sigmoid,1,0.00031862350725924495,2,64,2,1,COMPLETE
454,454,0.7113363742828369,2023-05-18 18:03:18.368262,2023-05-18 18:03:26.085191,0 days 00:00:07.716929,sigmoid,1,0.00012838968556262256,2,512,1,1,COMPLETE
455,455,0.6644689917564393,2023-05-18 18:03:26.086240,2023-05-18 18:03:32.342931,0 days 00:00:06.256691,sigmoid,1,0.00022948293756969396,2,512,2,1,COMPLETE
456,456,0.6635027408599854,2023-05-18 18:03:32.343998,2023-05-18 18:03:38.550422,0 days 00:00:06.206424,sigmoid,1,0.00016231527296677525,2,512,2,1,COMPLETE
457,457,0.7118260025978088,2023-05-18 18:03:38.551456,2023-05-18 18:03:44.833165,0 days 00:00:06.281709,linear,1,0.0010632059610654072,3,512,2,1,COMPLETE
